name,category,description,ingredients,diet_tags,allergens,sweet,salty,savory,spicy,sour,rich
Hard-Cooked Egg,Omelet/Quiche/Frittata/Strata,"Perfectly hard-cooked egg, featuring a firm yet tender white and a rich, creamy yolk","Water, Egg",,,1.3,2.5,4.8,1.4,0.3,5.0
Scrambled Just® Egg,Omelet/Quiche/Frittata/Strata,Scrambled Just® egg seasoned with salt & pepper,"Plant Based Egg (Water, Mung Bean Protein, Expeller-Pressed Canola Oil, Contains less than 2% of Dehydrated Onion, Gellan Gum, Carrot Extractives (color), Turmeric Extractives (color), Potassium Citrate, Salt, Sugar, Tapioca Syrup Solids, Tetrasodium Pyrophosphate, Transglutaminase, Nisin (preservative).), Canola Oil, Kosher Salt, Black Pepper",,,1.9,2.6,3.9,2.8,1.5,1.8
Scrambled Eggs,Omelet/Quiche/Frittata/Strata,Eggs gently scrambled to fluffy perfection,"Egg Blend (WHOLE EGGS, 19.0% WATER. CONTAINS 2% OR LESS OF THE FOLLOWING: SALT, XANTHAN GUM, CITRIC ACID, ANNATTO (COLOR), BUTTER FLAVOR (SUNFLOWER OIL, NATURAL FLAVORS, MEDIUM CHAIN TRIGLYCERIDES).)",,,1.3,4.1,4.4,1.0,0.9,3.0
"Egg, Sausage & Cheese Bagel",Breakfast,"Scrambled egg, breakfast sausage and American cheese on a plain bagel","Bagel, Egg Blend, Sausage Patty, American Cheese, Vegetable Oil Blend, Kosher Salt, Black Pepper",,,0.5,5.0,3.2,2.5,0.1,5.0
Turkey Sausage Patty,Breakfast Meat,Sizzling hot golden brown turkey sausage patty,"Turkey Sausage (Turkey, Water, Contains 2% or Less of Salt, Spices, Sugar, BHA, BHT, Citric Acid.)",,,2.9,4.5,2.8,0.2,0.4,2.4
Pork Sausage Patty,Breakfast Meat,Sizzling hot golden brown pork sausage patty,"Sausage Patty (Pork, Contains 2% or Less of: Water, Salt, Corn Syrup Solids, Flavorings, Sugar, Dextrose, BHT, Propyl Gallate, Citric Acid.)",,,3.5,4.5,3.6,0.3,0.9,1.9
O'Brien Potatoes,Potato,Pan-fried seasoned diced potatoes and sautéed green and red peppers and onions,"Potatoes, Canola Oil, Green Bell Pepper, Onion, Red Bell Pepper, Kosher Salt, Black Pepper",,,0.8,4.1,4.4,2.4,1.3,5.0
Hash Browns,Potato,Pan-fried seasoned shredded potatoes,"Hash Brown Potato (Potatoes.  Contains 2% or less of Dextrose, Sodium Acid Pyrophosphate Added To Maintain Color.), Canola Oil, Kosher Salt, Black Pepper",,,0.5,2.7,3.4,2.3,0.1,2.8
Pancake,Pancakes/Waffles/French Toast,"Pancake using oat milk, rice flour and egg replacer","Oat Milk (Oat base (water, oats), low erucic acid rapeseed oil. Contains 2% or less of: dipotassium phosphate, calcium carbonate, tricalcium phosphate, sea salt, dicalcium phosphate, riboflavin, vitamin A acetate, vitamin D2, vitamin B12), Rice Flour (Sweet White Rice Flour, Whole Grain Brown Rice Flour, Potato Starch, Whole Grain Sweet White Sorghum Flour, Tapioca Flour, Xanthan Gum.), Egg Substitute (Potato Starch, Tapioca Flour, Baking Soda, Psyllium Husk Powder), Baking Powder, Granulated Sugar, Baking Soda, Pure Vanilla Extract, Kosher Salt",,,5.0,4.7,4.7,1.4,1.5,3.0
French Toast,Pancakes/Waffles/French Toast,Golden brown and fluffy cinnamon-spiced thick-cut French toast,"Texas Toast (UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, HIGH FRUCTOSE CORN SYRUP, WHEAT GLUTEN, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: YEAST, SALT, DOUGH CONDITIONERS (CONTAINS ONE OR MORE OF THE FOLLOWING: SODIUM STEAROYL LACTYLATE, CALCIUM STEAROYL LACTYLATE, MONOGLYCERIDES, MONO- AND DIGLYCERIDES, DISTILLED MONOGLYCERIDES, CALCIUM PEROXIDE, CALCIUM IODATE, DATEM, ETHOXYLATED MONO- AND DIGLYCERIDES, ENZYMES, ASCORBIC ACID), SOYBEAN OIL, YELLOW CORN FLOUR, MONOCALCIUM PHOSPHATE, COLORED WITH ANNATTO AND TURMERIC, WHEAT STARCH, CALCIUM SULFATE, SOY LECITHIN, CALCIUM PROPIONATE (TO RETARD SPOILAGE).), Egg Blend (WHOLE EGGS, 19.0% WATER. CONTAINS 2% OR LESS OF THE FOLLOWING: SALT, XANTHAN GUM, CITRIC ACID, ANNATTO (COLOR), BUTTER FLAVOR (SUNFLOWER OIL, NATURAL FLAVORS, MEDIUM CHAIN TRIGLYCERIDES).), Reduced Fat Milk, Granulated Sugar, Pure Vanilla Extract, Cinnamon, Nutmeg",,,3.0,3.5,3.8,0.1,0.7,3.5
Southern Biscuit,Biscuit,"Freshly baked warm, flaky biscuit","Biscuit (ENRICHED FLOUR BLEACHED (WHEAT FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, BUTTERMILK, SUGAR, SODIUM ALUMINUM PHOSPHATE, SALT, BAKING SODA, DATEM, CALCIUM ACID PYROPHOSPHATE, POTASSIUM BICARBONATE, WHEAT PROTEIN ISOLATE, PECTIN, CREAM, NATURAL FLAVOR.)",,,2.2,3.4,2.7,1.3,0.6,4.0
