name,category,description,ingredients,diet_tags,allergens,sweet,salty,savory,spicy,sour,rich
Scrambled Just® Egg,Omelet/Quiche/Frittata/Strata,Scrambled Just® egg seasoned with salt & pepper,"Plant Based Egg (Water, Mung Bean Protein, Expeller-Pressed Canola Oil, Contains less than 2% of Dehydrated Onion, Gellan Gum, Carrot Extractives (color), Turmeric Extractives (color), Potassium Citrate, Salt, Sugar, Tapioca Syrup Solids, Tetrasodium Pyrophosphate, Transglutaminase, Nisin (preservative).), Canola Oil, Kosher Salt, Black Pepper",,,2.1,2.9,3.5,2.0,0.5,1.5
Scrambled Eggs,Omelet/Quiche/Frittata/Strata,Eggs gently scrambled to fluffy perfection,"Egg Blend (WHOLE EGGS, 19.0% WATER. CONTAINS 2% OR LESS OF THE FOLLOWING: SALT, XANTHAN GUM, CITRIC ACID, ANNATTO (COLOR), BUTTER FLAVOR (SUNFLOWER OIL, NATURAL FLAVORS, MEDIUM CHAIN TRIGLYCERIDES).)",,,1.1,4.1,4.1,0.8,0.1,5.0
"Bacon, Egg & Cheese Biscuit",Breakfast,"Scrambled eggs, American cheese and crisp bacon on a fresh baked biscuit","Biscuit (ENRICHED FLOUR BLEACHED (WHEAT FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SOYBEAN OIL, HYDROGENATED SOYBEAN OIL, BUTTERMILK, SUGAR, SODIUM ALUMINUM PHOSPHATE, SALT, BAKING SODA, DATEM, CALCIUM ACID PYROPHOSPHATE, POTASSIUM BICARBONATE, WHEAT PROTEIN ISOLATE, PECTIN, CREAM, NATURAL FLAVOR.), Egg Blend (WHOLE EGGS, 19.0% WATER. CONTAINS 2% OR LESS OF THE FOLLOWING: SALT, XANTHAN GUM, CITRIC ACID, ANNATTO (COLOR), BUTTER FLAVOR (SUNFLOWER OIL, NATURAL FLAVORS, MEDIUM CHAIN TRIGLYCERIDES).), Bacon (Pork Cured With: Water, Salt, Sugar, Sodium Phosphates, Sodium Erythorbate, Sodium Nitrite.), American Cheese (American Cheese (Milk, Cheese Culture, Salt, Enzymes), Water, Cream, Potassium Citrate, Sodium Citrate, Sorbic Acid As A Preservative, Color Added, Sunflower Lecithin (Release Agent).)",,,2.6,4.5,4.7,0.4,1.2,4.7
Pork Sausage Links,Breakfast Meat,Golden brown savory pork sausage link,"Sausage (Pork, Pork Broth, Contains 2% or Less of: Salt, Dextrose, Flavorings, BHT, Citric Acid, Propyl Gallate, Packed in Beef Collagen Casing.)",,,1.2,5.0,3.2,0.6,0.5,3.3
Turkey Bacon,Breakfast Meat,Crispy turkey bacon strip,"Turkey Bacon (Turkey, Water, Sugar, 2% or less of Salt, Canola Oil, Sun flower Oil, Natural Flavor, Sodium Phosphate, Potassium Diacetate, Potassium Acetate, Smoke Flavor, Sodium Erythorbate, Sodium Nitrite.)",,,3.4,5.0,3.0,1.3,1.5,3.4
O'Brien Potatoes,Potato,Pan-fried seasoned diced potatoes and sautéed green and red peppers and onions,"Potatoes, Canola Oil, Green Bell Pepper, Onion, Red Bell Pepper, Kosher Salt, Black Pepper",,,0.4,4.2,5.0,2.7,1.1,4.9
Hash Browns,Potato,Pan-fried seasoned shredded potatoes,"Hash Brown Potato (Potatoes.  Contains 2% or less of Dextrose, Sodium Acid Pyrophosphate Added To Maintain Color.), Canola Oil, Kosher Salt, Black Pepper",,,0.9,4.1,3.9,3.3,0.8,4.8
Pancake,Pancakes/Waffles/French Toast,"Pancake using oat milk, rice flour and egg replacer","Oat Milk (Oat base (water, oats), low erucic acid rapeseed oil. Contains 2% or less of: dipotassium phosphate, calcium carbonate, tricalcium phosphate, sea salt, dicalcium phosphate, riboflavin, vitamin A acetate, vitamin D2, vitamin B12), Rice Flour (Sweet White Rice Flour, Whole Grain Brown Rice Flour, Potato Starch, Whole Grain Sweet White Sorghum Flour, Tapioca Flour, Xanthan Gum.), Egg Substitute (Potato Starch, Tapioca Flour, Baking Soda, Psyllium Husk Powder), Baking Powder, Granulated Sugar, Baking Soda, Pure Vanilla Extract, Kosher Salt",,,5.0,3.1,4.3,0.4,1.0,1.7
French Toast,Pancakes/Waffles/French Toast,Golden brown and fluffy cinnamon-spiced thick-cut French toast,"Texas Toast (UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, HIGH FRUCTOSE CORN SYRUP, WHEAT GLUTEN, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: YEAST, SALT, DOUGH CONDITIONERS (CONTAINS ONE OR MORE OF THE FOLLOWING: SODIUM STEAROYL LACTYLATE, CALCIUM STEAROYL LACTYLATE, MONOGLYCERIDES, MONO- AND DIGLYCERIDES, DISTILLED MONOGLYCERIDES, CALCIUM PEROXIDE, CALCIUM IODATE, DATEM, ETHOXYLATED MONO- AND DIGLYCERIDES, ENZYMES, ASCORBIC ACID), SOYBEAN OIL, YELLOW CORN FLOUR, MONOCALCIUM PHOSPHATE, COLORED WITH ANNATTO AND TURMERIC, WHEAT STARCH, CALCIUM SULFATE, SOY LECITHIN, CALCIUM PROPIONATE (TO RETARD SPOILAGE).), Egg Blend (WHOLE EGGS, 19.0% WATER. CONTAINS 2% OR LESS OF THE FOLLOWING: SALT, XANTHAN GUM, CITRIC ACID, ANNATTO (COLOR), BUTTER FLAVOR (SUNFLOWER OIL, NATURAL FLAVORS, MEDIUM CHAIN TRIGLYCERIDES).), Reduced Fat Milk, Granulated Sugar, Pure Vanilla Extract, Cinnamon, Nutmeg",,,2.6,3.5,3.4,0.4,0.6,5.0
Triple Chocolate Donut,Yeast Bread,"Donut topped with chocolate icing, chocolate glaze and chocolate sprinkles","Donut , Chocolate Buttercream Icing , Sprinkles, Powdered Sugar, Water, Baking Cocoa, Pure Vanilla Extract",,,5.0,2.6,2.5,0.2,0.2,4.9
