name,category,description,ingredients,diet_tags,allergens,sweet,salty,savory,spicy,sour,rich
Roast Pork Adobo,Roast/Braise,"Center-cut pork loin marinated in cider vinegar, garlic, oregano and ground black pepper","Pork Loin, Cider Vinegar, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Garlic, Dried Oregano, Black Pepper, Paprika, Kosher Salt",,,0.3,4.6,4.5,3.5,2.4,3.4
TRATTORIA CHICKEN PARMESAN,Deep Fried,"Chicken patty topped with a rich pomodoro sauce, melted mozzarella & Parmesan cheeses","Chicken Breast Patty (Boneless chicken breast with rib meat, water, seasoning [salt, flavors, maltodextrin, sugar, vegetable stock (carrot, onion, celery), garlic powder], salt, sodium phosphates. BREADED WITH: Wheat flour, water, salt, wheat gluten, leavening (sodium bicarbonate, sodium aluminum phosphate, monocalcium phosphate, sodium acid pyrophosphate), spices, garlic powder, onion powder, disodium inosinate and disodium guanylate, natural flavor. Breading set in vegetable oil.), Tomatoes, Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes). Anti-Caking Blend (Potato Starch, Powdered Cellulose).), Water, Parmesan Cheese (Parmesan Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes). Anti-Caking Blend (Potato Starch, Powdered Cellulose).), Basil, Garlic, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Kosher Salt, Crushed Red Pepper",,,3.4,3.3,3.0,2.8,0.6,5.0
Grilled Italian Vinaigrette Chicken Thigh,Grilled,Grilled chicken thigh marinated in fresh Italian Vinaigrette,"Chicken Thigh, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Red Wine Vinegar, Basil, Honey, Garlic, Parsley, Kosher Salt, Crushed Red Pepper",,,2.6,3.2,3.2,2.3,2.9,4.6
Roasted Eggplant Mezze,Bowl,Fragrant oven-baked eggplant and spicy carrot-mint slaw top hummus swirled with toasted cumin and drizzled with nutty roasted red pepper Romesco,"Garbanzo Beans, Eggplant, Flat Bread, Carrots, Lemon Juice, Tahini, Vegetable Oil Blend, Green Onion, Vegetable Oil Blend, Roasted Red Peppers, Vegetable Oil Blend, Orange Juice, Vegetable Oil Blend, Honey, Lemon Juice, Tomato Paste, Balsamic Vinegar, Almonds, Garlic, Parsley, Panko Bread Crumbs, Turmeric, Kosher Salt, Cinnamon, Cumin, Garlic, Sriracha Chili Sauce, Ginger Root, Mint, Garlic, Kosher Salt, Kosher Salt, Paprika, Paprika, Black Pepper, Kosher Salt, Cumin, Sriracha Chili Sauce, Crushed Red Pepper, Cinnamon",,,2.1,3.6,5.0,3.2,2.7,3.7
Thai Red Curry Bowl,Bowl,Thai red curry with sweet potatoes and green beans served with jasmine rice topped with cilantro,"Sweet Potato, Coconut Milk (Coconut, Water, Guar gum.), Water, Water, Jasmine Rice, Green Beans, Red Curry Paste (GARLIC, RED CHILI PEPPER, SOYBEAN OIL, LEMONGRASS, GALANGAL ROOT (THAI GINGER), SALT, SHALLOT, CORIANDER ROOT, MAKRUT LIME PEEL & SPICES.), Onion, Red Bell Pepper, Vegetable Base (SAUTEED VEGETABLE PUREE MIX (CARROTS, ONIONS, CELERY), CORN STARCH, MALTODEXTRIN, VEGETABLE OIL (CORN AND/OR CANOLA OIL), HYDROLYZED CORN PROTEIN, YEAST EXTRACT, TOMATO POWDER, WATER, ONION POWDER, 2% OR LESS OF DISODIUM INOSINATE AND DISODIUM GUANYLATE, SALT, GARLIC POWDER, PAPRIKA (COLOR), NATURAL FLAVORS, LACTIC ACID, NATURAL FLAVOR, MODIFIED CORNSTARCH, CITRIC ACID.), Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Cilantro, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Garlic, Kosher Salt, Cumin, Kosher Salt, Black Pepper, Coriander, Cardamom, Cinnamon, Cloves",,,3.2,4.5,5.0,3.5,3.8,4.5
Vegan Bar Sesame Soy Tofu,Create Your Own,Extra firm tofu marinated in a sesame soy marinade,"Tofu, Cornstarch, Sesame Oil, Soy Sauce, Ginger Root, Brown Sugar, Garlic, Orange Juice, Crushed Red Pepper",,,2.4,4.4,4.9,2.7,0.6,3.6
OH Classic Cheese Pizza,"Traditional 16""",House-made pizza dough topped with tomato and fresh basil sauce and a generous layer of melted mozzarella,"All Purpose Flour (Bleached  Wheat Flour, Malted Barley Flour, Niacin, Iron, Potassium Bromate, Thiamin  Mononitrate, Riboflavin, Folic Acid.), Water, Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes). Anti-Caking Blend (Potato Starch, Powdered Cellulose).), Crushed Tomatoes (VINE RIPENED TOMATOES, TOMATO PUREE, SEA SALT,  CITRIC ACID.), Extra Virgin Olive Oil, Granulated Sugar, Salt, Basil, Yeast, Kosher Salt, Garlic",,,3.0,3.3,4.0,0.4,1.5,5.0
OH Pepperoni Pizza,"Traditional 16""","House-made pizza dough topped with crispy pepperoni slices, tomato fresh basil sauce and mozzarella cheese","All Purpose Flour (Bleached  Wheat Flour, Malted Barley Flour, Niacin, Iron, Potassium Bromate, Thiamin  Mononitrate, Riboflavin, Folic Acid.), Water, Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes). Anti-Caking Blend (Potato Starch, Powdered Cellulose).), Crushed Tomatoes (VINE RIPENED TOMATOES, TOMATO PUREE, SEA SALT,  CITRIC ACID.), Deli Pepperoni (CHICKEN, BEEF, TURKEY, SALT, CONTAINS 2% OR LESS OF WATER, DEXTROSE, SPICES, SMOKE FLAVORING, FLAVORING, GARLIC POWDER, OLEORESIN OF PAPRIKA, ROSEMARY EXTRACT, SODIUM ASCORBATE, SPICE EXTRACIVE, CITRIC ACID, LACTIC ACID STARTER CULTURE BHA, BHT, SODIUM NITRITE.  BHA, BHT WITH CITRIC ACID ADDED TO HELP PROTECT FLAVOR. SMOKE FLAVORING ADDED), Extra Virgin Olive Oil, Granulated Sugar, Salt, Basil, Yeast, Kosher Salt, Garlic",,,3.8,4.3,3.6,3.1,0.9,5.0
Margherita Pizza,"Traditional 16""",Fresh sliced plum tomatoes and shredded basil with mozzarella and a sprinkle of Italian seasoning,"All Purpose Flour (Bleached  Wheat Flour, Malted Barley Flour, Niacin, Iron, Potassium Bromate, Thiamin  Mononitrate, Riboflavin, Folic Acid.), Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes). Anti-Caking Blend (Potato Starch, Powdered Cellulose).), Water, Tomato , Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Basil, Kosher Salt, Granulated Sugar, Yeast, Italian Seasoning (MARJORAM, THYME, ROSEMARY, SAVORY, SAGE, OREGANO, AND BASIL.)",,,2.9,3.0,2.5,1.4,1.1,5.0
Char-Grilled Turkey Burger,Burger,"White-meat turkey burger served hot-off-the-grill on a fresh, soft bun","Turkey Burger, Roll",,,0.3,1.2,3.6,0.3,1.1,1.5
