name,category,description,ingredients,diet_tags,allergens,sweet,salty,savory,spicy,sour,rich
Cajun Roasted Pork Loin,Roast/Braise,"Slow roasted Cajun-seasoned pork loin, expertly marinated with a bold blend of Cajun spices","Pork Loin, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Cajun Seasoning (GARLIC, SPICES (INCLUDING PAPRIKA, OREGANO, RED PEPPER), SALT AND ONION.), Garlic",,,0.6,3.3,5.0,3.6,1.2,3.9
Grilled BBQ Chicken,Bake,Grilled seasoned chicken thigh glazed with savory barbecue sauce,,,,2.7,1.5,4.2,0.4,0.2,1.8
Channa Masala,Stew,"Fresh tomatoes, chiles and garbanzo beans simmered in a spicy curry tomato sauce","Garbanzo Beans, Tomatoes, Onion, Jalapeno Pepper, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Lemon Juice, Garlic, Ginger Root, Turmeric, Paprika, Cilantro, Cumin, Cumin, Kosher Salt, Coriander, Cayenne Pepper, Cardamom, Cinnamon, Cloves",,,1.4,2.6,4.9,2.9,2.3,3.7
Thai Red Curry Chicken,Stew,"Sauteed boneless chicken, onion, garlic, red curry paste and spices simmered in coconut milk","Water, Chicken Thigh, Coconut Milk, Onion, Red Curry Paste, Red Bell Pepper, Green Bell Pepper, Fish Sauce, Cumin, Lime Juice, Garlic, Vegetable Oil Blend, Ginger Root, Cornstarch, Cilantro, Cardamom, Black Pepper",,,0.8,2.9,4.6,2.8,3.1,3.6
Vegan Bar Sesame Soy Tofu,Create Your Own,Extra firm tofu marinated in a sesame soy marinade,"Tofu, Cornstarch, Sesame Oil, Soy Sauce, Ginger Root, Brown Sugar, Garlic, Orange Juice, Crushed Red Pepper",,,2.4,4.4,4.9,2.7,0.6,3.6
OH Classic Cheese Pizza,"Traditional 16""",House-made pizza dough topped with tomato and fresh basil sauce and a generous layer of melted mozzarella,"All Purpose Flour (Bleached  Wheat Flour, Malted Barley Flour, Niacin, Iron, Potassium Bromate, Thiamin  Mononitrate, Riboflavin, Folic Acid.), Water, Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes). Anti-Caking Blend (Potato Starch, Powdered Cellulose).), Crushed Tomatoes (VINE RIPENED TOMATOES, TOMATO PUREE, SEA SALT,  CITRIC ACID.), Extra Virgin Olive Oil, Granulated Sugar, Salt, Basil, Yeast, Kosher Salt, Garlic",,,3.0,3.3,4.0,0.4,1.5,5.0
OH Pepperoni Pizza,"Traditional 16""","House-made pizza dough topped with crispy pepperoni slices, tomato fresh basil sauce and mozzarella cheese","All Purpose Flour (Bleached  Wheat Flour, Malted Barley Flour, Niacin, Iron, Potassium Bromate, Thiamin  Mononitrate, Riboflavin, Folic Acid.), Water, Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes). Anti-Caking Blend (Potato Starch, Powdered Cellulose).), Crushed Tomatoes (VINE RIPENED TOMATOES, TOMATO PUREE, SEA SALT,  CITRIC ACID.), Deli Pepperoni (CHICKEN, BEEF, TURKEY, SALT, CONTAINS 2% OR LESS OF WATER, DEXTROSE, SPICES, SMOKE FLAVORING, FLAVORING, GARLIC POWDER, OLEORESIN OF PAPRIKA, ROSEMARY EXTRACT, SODIUM ASCORBATE, SPICE EXTRACIVE, CITRIC ACID, LACTIC ACID STARTER CULTURE BHA, BHT, SODIUM NITRITE.  BHA, BHT WITH CITRIC ACID ADDED TO HELP PROTECT FLAVOR. SMOKE FLAVORING ADDED), Extra Virgin Olive Oil, Granulated Sugar, Salt, Basil, Yeast, Kosher Salt, Garlic",,,3.8,4.3,3.6,3.1,0.9,5.0
Sausage & Caramelized Onion Pizza,"Traditional 16""","Italian sausage, caramelized onion, cheese, sliced jalapeno peppers and tomato sauce","All Purpose Flour, Cheddar Cheese, Water, Pizza Sauce, Onion, Pork Sausage Topping, Jalapeno Chili Peppers, Vegetable Oil Blend, Vegetable Oil Blend, Kosher Salt, Granulated Sugar, Yeast, Black Pepper",,,1.8,4.4,4.2,3.9,0.1,5.0
Char-Grilled Turkey Burger,Burger,"White-meat turkey burger served hot-off-the-grill on a fresh, soft bun","Turkey Burger, Roll",,,0.3,1.2,3.6,0.3,1.1,1.5
Grilled Black Bean Burger,Burger,"Gardenburger® black bean burger served hot-off-the-grill on a fresh, soft bun","Black Bean Veggie Burger, Roll",,,0.1,1.1,3.7,1.2,1.2,2.0
