name,category,description,ingredients,diet_tags,allergens,sweet,salty,savory,spicy,sour,rich
Crispy Chicken Nuggets,Deep Fried,"Tender chicken coated in a perfectly seasoned, golden-brown breading and fried to perfection","Chicken Nuggets (Chicken, water, whole wheat flour, textured soy flour, enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), isolated soy protein with less than 2% lecithin, contains 2% or less of the following: chicken type flavor [brown sugar, yeast extract, onion powder, maltodextrin, canola oil, carrot powder, garlic powder, silicon dioxide (anti-caking agent), citric acid, spice, salt, vegetable stock (carrot, onion, celery), natural flavor], dextrose, dried garlic, dried onion, dried yeast, paprika extract (color), salt, spice, sugar, textured soy protein concentrate, torula yeast, turmeric extract (color), wheat gluten. Breading set in vegetable oil.)",,,2.4,3.1,3.9,0.1,0.6,5.0
Grilled Indian-Spiced Chicken,Grilled,"Juicy chicken breast seasoned with a flavorful blend of toasted cumin, cinnamon and turmeric","Chicken Breast, Canola Oil, Turmeric, Cinnamon, Cumin",,,0.1,1.2,4.0,1.1,0.8,3.7
Grilled Italian Vinaigrette Chicken Thigh,Grilled,Grilled chicken thigh marinated in fresh Italian Vinaigrette,"Chicken Thigh, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i)), Red Wine Vinegar, Basil, Honey, Garlic, Parsley, Kosher Salt, Crushed Red Pepper",,,2.6,3.2,3.2,2.3,2.9,4.6
Roasted Eggplant Mezze,Bowl,Fragrant oven-baked eggplant and spicy carrot-mint slaw top hummus swirled with toasted cumin and drizzled with nutty roasted red pepper Romesco,"Garbanzo Beans, Eggplant, Flat Bread, Carrots, Lemon Juice, Tahini, Vegetable Oil Blend, Green Onion, Vegetable Oil Blend, Roasted Red Peppers, Vegetable Oil Blend, Orange Juice, Vegetable Oil Blend, Honey, Lemon Juice, Tomato Paste, Balsamic Vinegar, Almonds, Garlic, Parsley, Panko Bread Crumbs, Turmeric, Kosher Salt, Cinnamon, Cumin, Garlic, Sriracha Chili Sauce, Ginger Root, Mint, Garlic, Kosher Salt, Kosher Salt, Paprika, Paprika, Black Pepper, Kosher Salt, Cumin, Sriracha Chili Sauce, Crushed Red Pepper, Cinnamon",,,2.1,3.6,5.0,3.2,2.7,3.7
Sweet & Sour Plant-Based Chicken Stir Fry,Stir-Fry,"Plant-based chicken strips with onion, peppers, pineapple and sweet & sour sauce","Sweet and Sour Sauce (WATER, SUGAR, TOMATOES IN JUICE  (TOMATOES, TOMATO JUICE, CALCIUM CHLORIDE, CITRIC ACID), PINEAPPLE, VINEGAR,  MODIFIED FOOD STARCH,  HYDROLYZED  SOY PROTEIN, 2% OR LESS OF MOLASSES, SOYBEAN OIL, TOMATO PASTE, PINEAPPLE JUICE  CONCENTRATE, SALT, DRIED ONIONS, DRIED GREEN PEPPER, SPICES, CORN SYRUP  SOLIDS, DRIED GARLIC, BEET POWDER (COLOR), LEMON JUICE CONCENTRATE), Onion, Vegan Chicken Strips (WATER, SOY PROTEIN ISOLATE, VITAL WHEAT GLUTEN, 2% OR LESS OF: YEAST EXTRACT, SUGAR, CANOLA OIL, TITANIUM DIOXIDE (COLOR), SALT, NATURAL FLAVORS), Green Bell Pepper, Pineapple in Juice, Red Bell Pepper, Vegetable Oil Blend (Vegetable Oil (May contain one or more of the following: Soybean, Canola, Corn, Sunflower Oil); Olive Oil; Colorant: Beta-Carotene E160a(i))",,,3.7,4.4,4.8,3.0,3.3,3.5
Ravioli Primavera,Pasta/Noodle (Entree),"Fresh broccoli, squash and red pepper with Italian Seasonings and Parmesan Cheese","Water, Cheese Ravioli, Broccoli, Red Bell Pepper, Squash Zucchini, Squash, Carrots, Vegetable Oil Blend, Parmesan Cheese, Kosher Salt, Italian Seasoning, Black Pepper",,,1.3,3.9,2.5,3.2,0.6,5.0
Vegan Bar Sesame Soy Tofu,Create Your Own,Extra firm tofu marinated in a sesame soy marinade,"Tofu, Cornstarch, Sesame Oil, Soy Sauce, Ginger Root, Brown Sugar, Garlic, Orange Juice, Crushed Red Pepper",,,2.4,4.4,4.9,2.7,0.6,3.6
OH Classic Cheese Pizza,"Traditional 16""",House-made pizza dough topped with tomato and fresh basil sauce and a generous layer of melted mozzarella,"All Purpose Flour (Bleached  Wheat Flour, Malted Barley Flour, Niacin, Iron, Potassium Bromate, Thiamin  Mononitrate, Riboflavin, Folic Acid.), Water, Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes). Anti-Caking Blend (Potato Starch, Powdered Cellulose).), Crushed Tomatoes (VINE RIPENED TOMATOES, TOMATO PUREE, SEA SALT,  CITRIC ACID.), Extra Virgin Olive Oil, Granulated Sugar, Salt, Basil, Yeast, Kosher Salt, Garlic",,,3.0,3.3,4.0,0.4,1.5,5.0
OH Pepperoni Pizza,"Traditional 16""","House-made pizza dough topped with crispy pepperoni slices, tomato fresh basil sauce and mozzarella cheese","All Purpose Flour (Bleached  Wheat Flour, Malted Barley Flour, Niacin, Iron, Potassium Bromate, Thiamin  Mononitrate, Riboflavin, Folic Acid.), Water, Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes). Anti-Caking Blend (Potato Starch, Powdered Cellulose).), Crushed Tomatoes (VINE RIPENED TOMATOES, TOMATO PUREE, SEA SALT,  CITRIC ACID.), Deli Pepperoni (CHICKEN, BEEF, TURKEY, SALT, CONTAINS 2% OR LESS OF WATER, DEXTROSE, SPICES, SMOKE FLAVORING, FLAVORING, GARLIC POWDER, OLEORESIN OF PAPRIKA, ROSEMARY EXTRACT, SODIUM ASCORBATE, SPICE EXTRACIVE, CITRIC ACID, LACTIC ACID STARTER CULTURE BHA, BHT, SODIUM NITRITE.  BHA, BHT WITH CITRIC ACID ADDED TO HELP PROTECT FLAVOR. SMOKE FLAVORING ADDED), Extra Virgin Olive Oil, Granulated Sugar, Salt, Basil, Yeast, Kosher Salt, Garlic",,,3.8,4.3,3.6,3.1,0.9,5.0
Onion & Pepper Pizza,"Traditional 16""","Onions, green peppers, mozzarella and pizza sauce","All Purpose Flour, Mozzarella Cheese, Water, Pizza Sauce, Green Bell Pepper, Onion, Vegetable Oil Blend, Kosher Salt, Granulated Sugar, Vegetable Oil Blend, Yeast, Kosher Salt, Black Pepper",,,2.2,3.9,3.9,3.5,0.2,4.4
Char-Grilled Turkey Burger,Burger,"White-meat turkey burger served hot-off-the-grill on a fresh, soft bun","Turkey Burger, Roll",,,0.3,1.2,3.6,0.3,1.1,1.5
Grilled Black Bean Burger,Burger,"Gardenburger® black bean burger served hot-off-the-grill on a fresh, soft bun","Black Bean Veggie Burger, Roll",,,0.1,1.1,3.7,1.2,1.2,2.0
